facebook_corpus_msr_1990156,"The spoils of the people&#39;s mandate, is it democracy?",OAG
facebook_corpus_msr_2032235,"once again the same thing in the eyes of justice, he is not a terrorist, he is accused in our eyes is a terrorist and he deserved to be killed who closely monitors our country, he must be killed without mercy",OAG
facebook_corpus_msr_1723874,This problem only occurs in India and not in other countries?,CAG
facebook_corpus_msr_416461,POSITIONAL BUY JPASSOCIATE ON EACH DECLINE OF 13.00-10.50-7.50-5.50 FOR TARGET 36 AND 56 (CALENDAR 2-3 YEARS),NAG
facebook_corpus_msr_445648,"In government offices, implement online transactions ... all parties must also show their account transaction for the management of their elections in RTI.",CAG
facebook_corpus_msr_1805076,Dramebaaj anna kya bjp ki government aate hi greeting,OAG
facebook_corpus_msr_382223,"Unfortunately, this is what the Indian government is able to do !!!! ... I do not vote for Modiji to see such shit ..",CAG
facebook_corpus_msr_397776,"it&#39;s a coward like you who pull in the back .... wait and look .. you forgot the day the soldier 2 lakh porkis was released from India ... by the way, what are you doing on the Indian news channel, your country does not have your own channels? ?",OAG
facebook_corpus_msr_427865,Hi Anuj brought the divis to 7 days to 710 what to do and Tata motor dvr 275 no matter,NAG
facebook_corpus_msr_445669,People talk about the common man who suffers all the time. It&#39;s the same country where thousands of people have sacrificed their lives for freedom.,CAG
facebook_corpus_msr_470981,I visited 5 atm but I am able to withdraw money .. no work ..,CAG
facebook_corpus_msr_406854,"I know you, Nagaland people, and Meghalaya hate bjp, but that&#39;s the truth. 2 lok sabha seats of these 2 states can not stop bjp. Assam and arunachal yes that&#39;s important.",NAG
facebook_corpus_msr_450764,"Modi ji, all the gain and the real gain of Pain &amp; nö Real.",CAG
facebook_corpus_msr_334884,"Hell with BJP. All political parties are corrupt and I do not like anyone. They are only there to make money, whatever your voters are. But support Naxalites who kill our soldiers, take sides for JNU students who shout &quot;Bharat ke tukde Katenge&quot; and Afzhal Guru tere Katil jinda hai and very recently &quot;that there is nothing wrong with reciting Pakistan zhindabad&quot; are all attributed to this man. He is therefore resolutely anti-national.",CAG
facebook_corpus_msr_2081761,It was mobbing the poor girl ... instead of helping her ... jump into the conclusions ... impulsive,OAG
facebook_corpus_msr_456244,"oh ... I understand ... he says, &quot;Fuck you, for making me do that&quot;!",OAG
facebook_corpus_msr_2127025,"udhav showed bjp his place, bravo shivsena",CAG
facebook_corpus_msr_326806,"Atory Unbeivable. Some time ago, India was falsely claiming surgical strikes in Pakistan and was now demanding a strike from Pakistan&#39;s surgeons. Still wrong.",CAG
facebook_corpus_msr_470955,please advice on Bank nifty &amp; how the NPA will benefit for PSU banks?,NAG
facebook_corpus_msr_443467,Plz share your view of life astec ?? Purchased at 675,NAG
facebook_corpus_msr_325898,We should use the doctrine of offensive defensive strategy. Learn Israel&#39;s lessons ... and leave your hands free for security forces and secret missions inside Pakistan to bleed Pakistan.,NAG
facebook_corpus_msr_335002,Tollywood Parbhas Die Heart Fans Where Parbhas is playing Bahubali 2 😂😂😂😂😂Bahubali 2 is Cartoon Movie Graphics,CAG
facebook_corpus_msr_327805,The shameful and shameful population of educated civilized Pakistanians claim that the Pakistani army is a professional soldier. They are professionals but professional terrorists. the global world now understands and recognizes these terrorists as professional terrorists.,OAG
facebook_corpus_msr_325748,"India must prevent Pakistani soldiers from crossing the LOC and sneak into India at all costs. To this end, we should use fleas generously. At the same time, India should also impose a trade embargo on Pakistan, and urge and convince the United States and other powerful countries to impose economic sanctions on Pakistan for an indefinite period. Only then would this terrorist state be on its knees.",NAG
facebook_corpus_msr_325406,Haram - Pig Pig - Scavenger Scavengers - Consume Dead DEATH DEATH - Mutilation Mutilation - Pakistan Pakistan - Pig,OAG
facebook_corpus_msr_497389,"On the other hand, Reliance Jio offers, for 3k to 3 months, a subscription to unlimited calls (STD, Roaming), unlimited 4G (that is to say the real 4G speed). Oh and wait, they extended this plan from 3 months to 4 months for the first customers. Airtel must lower its 4G / 3G tariffs. For 1599 only 5 GB of the Internet? : |",NAG
facebook_corpus_msr_443134,Mistry Must Justify Tata Sons&#39; Wrongdoing: Tata Counsel,NAG
facebook_corpus_msr_484280,what is the opinion on energy suzlon for purchase by canadian solar,NAG
facebook_corpus_msr_394729,Baba always wants to cash in the emotional atmosphere that he has lost dramatically.,NAG
facebook_corpus_msr_328128,People will be happy if they are 2 km away,CAG
facebook_corpus_msr_2115215,Please do not lose the series .. It will be shameful to lose against this Australian team at home ...,NAG
facebook_corpus_msr_1945575,Well said,NAG
facebook_corpus_msr_426286,India has become a leading country in the use of mobile data: Mukesh Ambani,NAG
facebook_corpus_msr_2041603,Okay.,NAG
facebook_corpus_msr_405622,Where are the Indian groups of Intolerance .... Where is all.khan .... Amir khan muslim ... on talk Everyone thinks ....,OAG
facebook_corpus_msr_1723900,Tweet or hate ??,CAG
facebook_corpus_msr_1945453,Indian Express found Shirish Kunder a more recognizable personality on the front page --- This is where the standard of Indian Express has dropped - Oh I forgot Sitaram Yachur&#39;s wife is editor-in-chief at Indian Express - - So it&#39;s okay,CAG
facebook_corpus_msr_1561701,#ENTERTAINMENT | Karan Johar could have Justin Bieber to launch the sixth season of #KoffeeWithKaran.,CAG
facebook_corpus_msr_2260838,But it&#39;s hypothetical. BJP will never win.,CAG
facebook_corpus_msr_1804793,Mohit Soni this is the real bro please read carefully,NAG
facebook_corpus_msr_495526,"5 lakh to both (impartial approach) regardless of the medal&#39;s ranking, proud to be a footballer",NAG
facebook_corpus_msr_397897,Pakisthan does not have the courage to admit a true thing .... liars,OAG
facebook_corpus_msr_1521636,I am not a fan of salman but I think you are a fan of zee news nano chit in 2000 notes and does not allow to talk about the intellect here because people who have low intellect judge people according to their choice,CAG
facebook_corpus_msr_482473,"---- The majority of Kashmiris are pro-Indian but are not able to assert effectively to bring normality back to Kashmir. By invitation, I will therefore go to Kashmir where, with all pro-Indian Kashmiris, we will try to bring normality back to Kashmir and also to solve the problem of Kashmir, as indicated at: - http://aapress.com Another opportunity to solve-Kashmir-problem_a43528.html OR http://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR https://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR https://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR https://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR https: / /groups.yahoo.com/neo/groups/kashmir-global- network / conversations / messages / 50215 Regards Email: hemraj_jain@yahoo.com",NAG
facebook_corpus_msr_1833357,"But lynching has never been part of the struggle for freedom, but how can the Chaddis, who have always been the Chamchas of the British, know?",CAG
facebook_corpus_msr_1724259,Sham on you,OAG
facebook_corpus_msr_326860,"Dear India, stop playing with the emotions of your people to get votes.",CAG
facebook_corpus_msr_334498,Why do not you compare the five worst riots that followed independence and know where it failed more than the heads of Congress delegations from other states hit by riots,NAG
facebook_corpus_msr_322442,I remember that Japanese fans did that during the last football world cup. I wonder now if the Mizo are Japanese dead during the Second World War in the famous battle of Kohima between British and Japanese.,NAG
facebook_corpus_msr_502844,When are the work on the NH-8 complete? Especially hero Honda Chowk ??,NAG
facebook_corpus_msr_1805313,Anna Hazare is agent,CAG
facebook_corpus_msr_329986,"Ask the khans to do it ... Any way to kill them when they are drunk ... And then, start with being human",CAG
facebook_corpus_msr_330974,"You can be sure that the shooter was a white American (Christian and non-Muslim), otherwise the title would be titled &quot;Muslim&quot; and not &quot;drink beer&quot; as the first word. There would be more calls for Trump&#39;s &quot;Muslim ban,&quot; which the world&#39;s ridicule has failed to implement - but will the big Orange One now call for a &quot;no drinking ban&quot;? beer&quot;?",CAG
facebook_corpus_msr_443958,"If you can not do anything for your country, support at least those who are trying to do better for their country. Today, the whole world recognizes India simply because of Modi.",CAG
facebook_corpus_msr_1521855,"And it is these people who promise not to ban beef in the Northeast, hypocrisy at its best.",OAG
facebook_corpus_msr_1945493,"You should not take this guy seriously. After all, his only contribution is to have three children.",OAG
facebook_corpus_msr_444166,"All Indian Muslims are anti-Indians, just waiting to become when they will become the majority and seize India, and still their deepest sympathy for Pakistan and show they love India , all stuffing.",OAG
facebook_corpus_msr_1853672,What is happening?,OAG
facebook_corpus_msr_2073039,dude what is with you people copy paste the same comment everywhere .. do not get tired ..,CAG
facebook_corpus_msr_461576,Amma will always remain in our hearts That her noble soul rests in peace.,NAG
facebook_corpus_msr_1455347,I love,NAG
facebook_corpus_msr_2020815,According to Zee News 405 for BJP seats in the UP. The total constituency is 403. Two seats are given free by Zee News.,CAG
facebook_corpus_msr_327859,"The irony is the image you show at one end, you are happy to see an innocent man die and at the other end, you pray not to kill an innocent",CAG
facebook_corpus_msr_470839,What about Tata engines? Was there an overreaction? What&#39;s your opinion?,NAG
facebook_corpus_msr_397732,Your army has entered like a thief on our territory. Your soldiers are cowards. India has made surgical strikes and informed your army.,OAG
facebook_corpus_msr_221647,"Nobody can defeat Modi, the Bihari could be saddened for not choosing bjp jdu as a burden for them",CAG
facebook_corpus_msr_457396,Anuj and Porinju estimate markets will reach new high before budget,NAG
facebook_corpus_msr_2111306,The so-called laymen ruled the nation for 60 years and they did not even forbid RSS ...... lol,OAG
facebook_corpus_msr_2032108,#save you my friend,OAG
facebook_corpus_msr_1805515,This puppet is out for the election of the MCD #chutiya,CAG
facebook_corpus_msr_1614499,"They get benefits because these areas are not used, which is why the roads start to weaken them",CAG
facebook_corpus_msr_322423,the guys from the university of dis? Gaurav Seth PJ Anshu Mishra Shubham Singh,NAG
facebook_corpus_msr_2115208,"It&#39;s OK. We lost a match, not the series. Losing and winning is part of the game, you can not always win every game. You win. you lose it.",NAG
facebook_corpus_msr_329013,"So they fired across the border and then mutilated the corpses. Sorry, I do not buy it at all.",CAG
facebook_corpus_msr_487733,Do you see that owl reaches all the peaks of this expiration?,NAG
facebook_corpus_msr_1762565,"Yes sir. This will happen of course. When the cow becomes president, PM, CM, MP, MLA and man strolling down the road in search of food, die after swallowing plastic.",CAG
facebook_corpus_msr_394667,"Accept the fact that we have a mini Pakistan here and many pro-Pakistani anti-national elements exist in the country. Which are funded by enemy nations to weaken the integrity, peace and security of the nation with the help of some heavyweight traitors in politics. Whether in the Northeast, Kashmir or Hyderabad, as long as a large part of the marginal elements generating short-term political or monetary gains prefer to destabilize the economy or national integrity after support from external forces, solving the problem of being a distant dream for Mr. Modi and his associates. Unless the rotten fish come out of the pond, we can not hope for a clean system.",NAG
facebook_corpus_msr_1610605,"Winning elections is not important, but living up to the expectations of citizens. Nowadays, people vote blindly for religion and not for development. Frankly, we need activists from all walks of life who want to experience impartial development. This group of activists should legally control politicians, Beurocrats to make sure they work properly and not waste public money. This is the only way to save our country from corrupt and corrupt politicians",OAG
facebook_corpus_msr_1723302,Guess what ... All this happens everyday .. ??,OAG
facebook_corpus_msr_1775238,Congratulations!,NAG
facebook_corpus_msr_1804874,"11000 or 11 Lakh. In the end, the truth prevails and the truth is that Kejriwal keeps his promises! Period!!",NAG
facebook_corpus_msr_1403043,"Certainly, any group of interested groups is opposed to all good work. In fact, our political parties often support such elements in search of polling stations. Aggressive activism in the media is also absent. Hi",CAG
facebook_corpus_msr_490983,"would like to know about Welspun India, REC, Wockhardt, GATI and Metalyst",NAG
facebook_corpus_msr_2018502,True,CAG
facebook_corpus_msr_401411,"Guys .. how long do we carry this nussiance. Are we so weak that we can not give a dignified answer,",NAG
facebook_corpus_msr_1735840,"However, the reserve is not a poverty reduction system, it only applies to social groups that historically have been exploited, marginalized, weakened. According to the Supreme Court, Muslims wanted a window in the OBCs, you can create a pane in OBCs without crossing the 50% mark, but not on the foundation of religion.",CAG
facebook_corpus_msr_480888,"the jokes are done very seriously, it&#39;s an Indian way of doing business - the fear of",NAG
facebook_corpus_msr_2081757,I am for freedom of speech but against the mess of the freedom of speech of another young person!,CAG
facebook_corpus_msr_1493902,"otherwise, their image will be further deteriorated",OAG
facebook_corpus_msr_483459,We will see a new battle between the sons and shapoorjees of Tata.,NAG
facebook_corpus_msr_1818436,Men daily blame women for sexual violence against men,NAG
facebook_corpus_msr_334831,"And there was a time when the Congress was held at both state and central level, 15 years in Assam and 10 years in the center, and especially a PM appointed by Assam!",NAG
facebook_corpus_msr_1897089,He should be paid by the police who kept the money with them. Or as promised RBI,CAG
facebook_corpus_msr_332833,"Yes, Antonio ... for us, God is in us. So everyone is a manifestation of God for followers of Dharma Sanatana.",NAG
facebook_corpus_msr_332262,our president has no history as a modi killing thousands of Muslims in gujarat,OAG
facebook_corpus_msr_1805654,Mouni Baba opens her mouth,CAG
facebook_corpus_msr_1804975,"Anna, unfortunately, lost all credibility. He conveniently forgot Lokpal&#39;s bill. He is saffron under the skin. Kejriwal, meanwhile, has transformed the face of Indian politics. The main parties quietly adopted everything he defended.",CAG
facebook_corpus_msr_1723335,"1). The rule says that speakers should not be used between 10 pm and 6 am 2) &quot;If Muslims have the right to give azaan, non-Muslims have the right to sleep peacefully.&quot; Verdict of the High Court",CAG
facebook_corpus_msr_329063,"If India can shoot innocent civilians, it is perfectly justified to mutilate their soldiers.",OAG
facebook_corpus_msr_402523,"Mohammad Usman. Get out of my country. The score was based on the theory of the two nations. So, ALL MUSLIMS SHOULD BE GOING TO PAKISTAN.",OAG
facebook_corpus_msr_492174,I want to meet the girl who said that the iPhone is friendly !!!,CAG
facebook_corpus_msr_483354,But it&#39;s a big decision and TATA needs to clarify things.,NAG
facebook_corpus_msr_423044,"Hello, Mr. Anuj, your point of view on just after this rally will be this continuous reservation or benefit",NAG
facebook_corpus_msr_2035898,You are the best of all ... 💞 Our Cutiepie ... All the best for your movie #PHILLAURI ...,NAG
facebook_corpus_msr_470956,please advice on Bank nifty &amp; how the NPA will benefit for PSU banks?,NAG
facebook_corpus_msr_397451,This will happen soon when China depends on Pakistan. Supporting Pakistan means the end of humanity,OAG
facebook_corpus_msr_323706,"I hope you are well soon. My wishes for you. I understand it, it is useless to waste my time making you understand anything. All the best buddy.",CAG
facebook_corpus_msr_473742,The letter made by the 2000s is important as a companion to 500rs and 1000rs.,NAG
facebook_corpus_msr_2111406,"Please let this secular stand, do something good to society",NAG
facebook_corpus_msr_407584,"In mumbai, too many politicians pray for his health",NAG
facebook_corpus_msr_1679259,"Then what happens in the dedicated catering coaches in each express..We are really getting food, a meal from the photo above when we travel by Indian train? If so, thank you to indicate the name of the express ... the fact is that the passengers of the railways receive pathetic food served in the Indian railways ...",OAG
facebook_corpus_msr_446433,There are many people who are stupid to understand things,CAG
facebook_corpus_msr_1804942,"Bhaiya sabse pahle ye hai kon ... mahangaayi badhi in banwaas pr gaye hue le, note the prohibition of ghayab hue jaise gadhe k sir seeng, the patrol and the rise of the manageable prices to you mr india ban gaye the k kahin dikhe hi nahi. Or ab aagaye neend jaag kar k chalo thoda advertising b lelun.",CAG
facebook_corpus_msr_422044,"Congratulations Bmp &amp; Modiji, Please, do something to develop India except good speeches",CAG
facebook_corpus_msr_329970,"Obviously, I did not read how to stretch the other cheek. Funny Christian type.",CAG
facebook_corpus_msr_1956946,"The rise of Modi ji was also so worrying that some sick and anti-democratic said they would leave the country if he became prime minister! The same black forces are now singing the same mantras, forgetting that it&#39;s the 21st century and that people can tell the difference between chalk and cheese!",CAG
facebook_corpus_msr_1922865,NDA Rules Party 🎉 good governance,CAG
facebook_corpus_msr_325339,What has bjp done in the past 10 years in MCD ... stop barking ... now work,OAG
facebook_corpus_msr_457196,"Thanks for recognizing, I&#39;m a fan of Chelsea, so I&#39;m happier than you too! :)",NAG
facebook_corpus_msr_2018698,"Bhai is not mainstream. Even Mira Rajput said that third wave feminism was destructive. And yes, mainstream feminists are indeed bullies. They continue to run wild and create a ruckus. They hate freedom of expression, hide facts, throw lies, etc.",CAG
facebook_corpus_msr_1956229,These occurred 24 × 7. But the administration was still in sleep mode.,CAG
facebook_corpus_msr_432276,Pm is air means god god nd u God praying also god,NAG
facebook_corpus_msr_2018619,She has been so privileged all her life. But we must work to reach our ends. We do not have to make our choices.,CAG
facebook_corpus_msr_425103,please comment on the rain industry regarding today stellar result,NAG
facebook_corpus_msr_455612,Royal Enfield is icon ... it is not possible to shake the image,NAG
facebook_corpus_msr_503326,The Bank of England is ready to inject £ 250bn of additional funds into the economy to help it overcome the economic crisis that Brexit is likely to cause.,NAG
facebook_corpus_msr_331191,So called #GauRakshaks ..... Affirm that they protect 🐄Gaumata&#39;s mother .... And dese #Gundaz sell mother on the market ... # Export mother to other countries .... when shes of no use for them ...... #Shame on dese #Bhakts ....,NAG
facebook_corpus_msr_1724078,common feelings at the top in a multicultural country,OAG
facebook_corpus_msr_731282,Pappu is on leave until the next election: D,OAG
facebook_corpus_msr_1979691,"Dear Indian Express, I am sorry to write that your reporters are there to misinterpret the events and present them in a distorted way, for the sole purpose of making sensational headlines. The news about the future singer Nahid Afreen has been prepared without proper research or investigation. It was very sad to see that your journalists do not even know the difference between fatwa and call. A fatwa is a non-binding legal opinion issued only by a qualified lawyer (Mufti) at the request of someone who is unable to understand the religious guidelines, whereas the leaflet that is distributed and presented under the name of Fatwa is not paper copy of a signed appeal. by 46 men who believe in religious practices. The merits of the appeal can be discussed on many grounds and in many dimensions, but first and foremost, an appeal can not be called a legal opinion (Fatwa). We are waiting for an apology from you for such an error.",CAG
facebook_corpus_msr_441682,the sharukh travels in a wide way ...... a journalist on a steam engine can stop whistling with each steam during the actuality,CAG
facebook_corpus_msr_1804796,Okay..,NAG
facebook_corpus_msr_1493903,Heheheh how can you assume that they care about their image? They (Pakistanis) are moving towards selling an entire nation to China on behalf of the CPEC.,OAG
facebook_corpus_msr_1563601,"Matt Ellis I do not believe what Israel is saying, it&#39;s Israel that lies like sugar Daddy America. It is also a country that cares about itself, but when you look behind the curtain, there are only lies, hatred of others and death",OAG
facebook_corpus_msr_466200,Will metals come together for a while now,NAG
facebook_corpus_msr_1945455,Ram NATH ji Goenka must be ashamed of his successors ...,OAG
facebook_corpus_msr_438540,"Really Mr. Jack, then Plz reveals how much black money is destroyed, the banks have received about 99.8% of the 1,000, 500 bills in account, and then where is the black money.",NAG
facebook_corpus_msr_1922808,He should be allowed to travel on a freight train carrying animals. It&#39;s worth all they are worth. This luxury is more than enough for him (the !!!).,CAG
facebook_corpus_msr_324334,Not surprised! Perhaps you have not heard the news of the launch of the ambulance-cow service at UP recently. No ambulance service for the needy poor but we focus on the cow. Ridiculous!,OAG
facebook_corpus_msr_1775210,"Haha, so 60 years of no development, nothing but loot! Good you accept now !!",NAG
facebook_corpus_msr_326776,"Pak&#39;s army entered Indian territory, killed Indian soldiers, drank a cup of tea with biscuits, mutilated their bodies and returned to their barracks. leone?",OAG
facebook_corpus_msr_330895,Heh turkey is the pathetic 3rd class country I know.,CAG
facebook_corpus_msr_1723665,Do not think you are going too far u Son of a B **** ........ # Nigam,OAG
facebook_corpus_msr_2127002,"The BJP won 81 seats, more than 50 seats in 2012. This is not a victory at all .84 seats Siva sena is a historic victory on this toilet paper",OAG
facebook_corpus_msr_346512,♥ ♥ Python ♥ BOT ♥ TEAM ♥ ♪ ---- »TAYYAB-XD.TK« ---- ♪ ♥ o. PROPERTY BOT 💢 TAYYAB KHAN 💢,NAG
facebook_corpus_msr_327927,Surgical strike by Pakistan and we are doing surgical strike through the media! Long live the diplomacy Modi! #SaveIndia,NAG
facebook_corpus_msr_1805717,No,NAG
facebook_corpus_msr_1731689,Digest the cattle feed,CAG
facebook_corpus_msr_1937577,"Mr. Kunder corrects your facts. Prove him, he&#39;s fine.",NAG
facebook_corpus_msr_1956971,Illiterates have begun to teach the highest literacy rates. Do you know your literacy rate in the world among Muslims? It&#39;s just 0.27%. Horrible..! The lowest literacy rate among all religions.,CAG
facebook_corpus_msr_503524,Our honorable governor is the best but someone does not ......,CAG
facebook_corpus_msr_451805,"For maintenance, bajaj will keep the bike and you will have to pick it up at the workshop when you need it",NAG
facebook_corpus_msr_334891,"Sitaram Yechury is a kind person from the Marxist lobby, dominated by hardcore ideologues. As a member of the upper house, he made a very constructive contribution.",CAG
facebook_corpus_msr_469423,you mean an investment made with the relationships and friends of the above,NAG
facebook_corpus_msr_349977,We continue to support Modi sarkaar rather than Congress Chor ... Modi sarkaar is much more successful than Congress Chor ...,OAG
facebook_corpus_msr_1723569,"If it is to be forbidden, it should be prohibited for all other religions as well.",CAG
facebook_corpus_msr_425691,Jio effect. It&#39;s like Modi {Jio} and rests everything.,NAG
facebook_corpus_msr_1805361,You can not escape the sin of promoting this useless fellow,OAG
facebook_corpus_msr_466288,ex pm spoke jst wt he must speak as a member opposin.ther than ntng,NAG
facebook_corpus_msr_1804941,Sanghi dose mila hai Annaji ko fir se kyunki Delhi me election MCD hai filhal .. Ab sab ko samajh gaye hai Lokpal aur cross corruption kitne paani me hai aur kis k saath hai.,CAG
facebook_corpus_msr_470849,Is it time to invest in bank shares especially SBI &amp; Icici?,NAG
facebook_corpus_msr_399105,"Who cares what she eats ... Even she eats poo, we do not care",CAG
facebook_corpus_msr_1716154,"If I live in a country where the crowd behaves in this way and I am allowed to kill, I feel ashamed ... according to your logic ... the Italian people are also right to give the stone to death ...",NAG
facebook_corpus_msr_1884032,It&#39;s time to #LaughAtDeath. Have you ever tried?,NAG
facebook_corpus_msr_405067,"The time has come to close JNU by the government. Why this type of Institute is managed by wasting money on our taxes. If JNU students have the courage to make money, pay your fees Why is taxpayers&#39; money being wasted? SHAMEFUL",OAG
facebook_corpus_msr_1943090,4 people died and Indian Express found humor in this newspaper ..,CAG
facebook_corpus_msr_394476,Lol army Indian army army pork ha world 4 largest and 4 times bigger can not fight with Pakistan,OAG
facebook_corpus_msr_431267,Tickets modi 500-1000 notes. So his next step should be from the congress party band,CAG
facebook_corpus_msr_420674,"Transformational and reinventing a sustainable India. In addition, restore the credibility of the fundamental Hindu value of living and let live with mutual respect for all.",NAG
facebook_corpus_msr_1525114,Kashmiris no longer against Indians but against Indian occupation,NAG
facebook_corpus_msr_495265,What does the word cost? Does it take into account the external debt? Does he consider human wealth?,CAG
facebook_corpus_msr_430523,Cnbc tv 18 blows BUDGET congratulations,NAG
facebook_corpus_msr_2018497,Fcuk off Shikha Sharma,OAG
facebook_corpus_msr_466226,"Mr. Narang, it&#39;s just a matter of time, I&#39;m not stupid enough to believe that governments are working to improve the masses. I am sure that once this government finishes its mandate in the office, we will have bigger scams to quote ...",CAG
facebook_corpus_msr_1599828,hopefully the occupants of the car are safe and unharmed.,NAG
facebook_corpus_msr_469906,"Hello, what will Sun Pharma be in the short and long term?",NAG
facebook_corpus_msr_382123,Tit for tat in the same way .... modi ask u for plz do the action as soon as possible ...,NAG
facebook_corpus_msr_2018673,Why? Ifu,CAG
facebook_corpus_msr_329038,"Nothing new on it. Indians just talk, act instead of sowing failures",CAG
facebook_corpus_msr_430440,"It remains to be seen how INC (UP-UTTARAKHAND-MANIPUR) will attract technology-loving voters for the FIRST TIME to the INC. Moreover, MANN KI BATE points directly to this section with impatience✔",NAG
facebook_corpus_msr_452509,I want to go from 180 CC to 400CC,NAG
facebook_corpus_msr_418425,tech mahindra down nd else it stores as tcs infy wipro ..,NAG
facebook_corpus_msr_2287073,she&#39;s just doing a cheap publicity stunt. maybe she wants to be in the big boss.,OAG
facebook_corpus_msr_456078,It&#39;s like the Duke 390 why they took so long to launch it. Just give a name and change your look and reduce the price ????,NAG
facebook_corpus_msr_1805657,No respect for him now,NAG
facebook_corpus_msr_2081696,"Sehwag, your comments are meaningless. You should not have made the stupid comparison. There is a big difference between the cricketer and a martyr.",CAG
facebook_corpus_msr_463813,"I bought One Plus 2 about two months ago. Two days ago, I dropped it and the whole screen is cracked. Although it works well. But I can not repair it because of the unavailability of the service center in Jammu and Kashmir ... It&#39;s frustrating",CAG
facebook_corpus_msr_326834,"This is what happens when one can not discern between a military activity and an act of barbarism. Remember the NLI, which you denied recognition to soldiers&#39; bodies during the Kargil conflict. So, keep your knowledge for yourself and live in your own imaginary country.",OAG
facebook_corpus_msr_331182,The cows will definitely vote for Modi ji in 2019;),CAG
facebook_corpus_msr_2111140,congress mukt bharat k saath saath tumlogo ka v safaya ho jayega ..... haram khoro ..... 3 years 5000 me hindu conversa hua islam me ..... is by kya bologna ..... chutiya. Party of India CPI .....,OAG
